id,CERTLEVP,PGMCIPAP,PGM_P034,PGM_P036,PGM_280A,PGM_280B,PGM_280C,PGM_280F,PGM_P401,STULOANS,DBTOTGRD,SCHOLARP,PREVLEVP,HLOSGRDP,GRADAGEP,GENDER2,CTZSHIPP,VISBMINP,DDIS_FL,PAR1GRD,PAR2GRD,BEF_P140,BEF_160,overqualified
10546,3.0,1.0,9.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,,4.0,99.0,1
10491,2.0,9.0,1.0,6.0,,,2.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,,2.0,1.0,,1.0,1.0,6.0,,99.0,0
6894,9.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,6.0,9.0,3.0,4.0,2.0,2.0,1.0,1.0,,2.0,4.0,6.0,1
1568,4.0,8.0,1.0,6.0,9.0,9.0,9.0,9.0,1.0,1.0,,9.0,9.0,2.0,1.0,1.0,2.0,9.0,2.0,6.0,1.0,3.0,3.0,0
2649,1.0,4.0,1.0,6.0,2.0,2.0,6.0,1.0,1.0,2.0,3.0,6.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,5.0,1.0,0
11946,9.0,7.0,1.0,6.0,,,2.0,1.0,2.0,2.0,6.0,6.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,,1
8989,9.0,9.0,9.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,1.0,5.0,0
979,1.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,6.0,1.0,2.0,0
7333,3.0,8.0,1.0,6.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,6.0,9.0,3.0,7.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,0
3244,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,6.0,1.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,6.0,1.0,4.0,6.0,0
6857,9.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,9.0,2.0,3.0,4.0,,1.0,2.0,2.0,9.0,9.0,1.0,6.0,1
1649,2.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,9.0,6.0,2.0,1.0,2.0,1.0,No,1.0,6.0,1.0,9.0,2.0,1
9307,2.0,4.0,1.0,6.0,9.0,2.0,2.0,9.0,1.0,2.0,6.0,6.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,6.0,3.0,,0
4680,2.0,99.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,0
4391,9.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,6.0,3.0,9.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,0
767,3.0,6.0,1.0,6.0,2.0,2.0,6.0,1.0,6.0,,6.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,,9.0,1.0,3.0,3.0,0
653,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,3.0,6.0,2.0,1.0,2.0,1.0,2.0,Without disability,2.0,1.0,3.0,6.0,0
6571,3.0,9.0,9.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,2.0,3.0,7.0,2.0,1.0,1.0,Without disability,1.0,1.0,1.0,5.0,1
9228,1.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,6.0,3.0,3.0,3.0,1.0,9.0,1.0,2.0,3.0,6.0,1.0,6.0,0
11437,2.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,0
5466,2.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,3.0,1.0,0
768,1.0,8.0,,6.0,,2.0,2.0,2.0,1.0,2.0,4.0,6.0,3.0,9.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,0
6632,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,9.0,9.0,1.0,6.0,6.0,3.0,4.0,1.0,1.0,2.0,With disability,1.0,1.0,1.0,6.0,1
594,2.0,9.0,9.0,6.0,2.0,2.0,2.0,6.0,6.0,,4.0,6.0,9.0,2.0,2.0,2.0,9.0,2.0,2.0,6.0,1.0,1.0,5.0,1
12380,1.0,8.0,1.0,9.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1
338,3.0,10.0,1.0,6.0,6.0,2.0,6.0,6.0,1.0,2.0,6.0,6.0,2.0,3.0,2.0,2.0,1.0,No,1.0,1.0,1.0,3.0,3.0,0
5112,3.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,3.0,1.0,2.0,2.0,9.0,1.0,1.0,6.0,3.0,3.0,1
3371,2.0,5.0,1.0,6.0,2.0,6.0,6.0,1.0,2.0,1.0,3.0,9.0,1.0,,2.0,2.0,1.0,2.0,1.0,9.0,9.0,1.0,6.0,0
2582,3.0,1.0,2.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,4.0,6.0,2.0,3.0,,2.0,1.0,2.0,1.0,9.0,9.0,1.0,6.0,0
3837,3.0,7.0,,6.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1
1304,2.0,,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,3.0,2.0,1
845,2.0,9.0,1.0,6.0,2.0,9.0,6.0,1.0,1.0,1.0,3.0,6.0,6.0,2.0,6.0,2.0,1.0,No,2.0,2.0,1.0,1.0,6.0,0
11841,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,6.0,1
4745,2.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,6.0,2.0,2.0,1.0,,1.0,2.0,,9.0,2.0,2.0,1
171,3.0,5.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,9.0,2.0,9.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,1
1681,3.0,5.0,,9.0,2.0,2.0,,2.0,9.0,2.0,6.0,6.0,2.0,,4.0,Male,1.0,2.0,2.0,1.0,1.0,9.0,6.0,0
11938,1.0,10.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,6.0,4.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,3.0,1
1621,2.0,5.0,2.0,9.0,2.0,9.0,2.0,1.0,2.0,6.0,6.0,,6.0,9.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,6.0,1
5013,2.0,5.0,1.0,6.0,2.0,2.0,2.0,9.0,6.0,2.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,1
11567,1.0,8.0,,6.0,9.0,6.0,9.0,,1.0,1.0,6.0,9.0,6.0,,1.0,1.0,2.0,1.0,2.0,3.0,9.0,3.0,2.0,1
9403,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,0
1299,2.0,7.0,1.0,6.0,2.0,2.0,2.0,6.0,,9.0,6.0,1.0,6.0,2.0,3.0,1.0,9.0,1.0,2.0,2.0,1.0,3.0,2.0,1
10381,3.0,6.0,,6.0,2.0,2.0,6.0,1.0,,1.0,6.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,,,1.0,3.0,6.0,1
11604,2.0,1.0,1.0,6.0,,2.0,2.0,9.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,Female,1.0,2.0,1.0,1.0,1.0,3.0,6.0,0
8772,3.0,4.0,1.0,6.0,2.0,6.0,2.0,1.0,9.0,6.0,6.0,,2.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,6.0,1
1956,3.0,5.0,2.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,9.0,6.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,,1.0,1.0,6.0,1
6097,9.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,6.0,6.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0
5763,3.0,7.0,1.0,6.0,9.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,3.0,3.0,1.0,9.0,1.0,Without disability,1.0,1.0,1.0,6.0,1
9944,2.0,4.0,1.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,,1.0,3.0,9.0,2.0,9.0,9.0,1.0,99.0,1
2116,3.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,2.0,3.0,2.0,2.0,1.0,9.0,1.0,9.0,1.0,3.0,99.0,0
6386,5.0,9.0,2.0,3.0,6.0,2.0,,1.0,3.0,1.0,6.0,6.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,,6.0,0
5858,1.0,5.0,1.0,6.0,,1.0,2.0,2.0,1.0,2.0,3.0,6.0,6.0,1.0,1.0,Male,9.0,1.0,2.0,3.0,3.0,3.0,2.0,0
5901,9.0,1.0,1.0,6.0,2.0,2.0,2.0,,6.0,1.0,3.0,6.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1
7122,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,6.0,6.0,2.0,3.0,4.0,2.0,9.0,2.0,2.0,1.0,1.0,1.0,6.0,1
4098,1.0,2.0,1.0,6.0,2.0,2.0,2.0,,9.0,,6.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,6.0,1
7889,1.0,1.0,1.0,9.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,3.0,,0
5421,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,9.0,6.0,9.0,1.0,2.0,9.0,1.0,2.0,,1.0,9.0,1.0,4.0,0
10634,1.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,,6.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,6.0,1
10078,1.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1
5330,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,3.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,0
3424,3.0,9.0,2.0,2.0,2.0,9.0,2.0,1.0,2.0,2.0,6.0,9.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,6.0,6.0,1.0,6.0,1
2253,4.0,99.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,0
501,1.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,6.0,6.0,6.0,6.0,1.0,3.0,1.0,9.0,9.0,2.0,2.0,2.0,3.0,1.0,0
3881,1.0,9.0,1.0,6.0,2.0,9.0,2.0,1.0,2.0,1.0,3.0,9.0,6.0,1.0,1.0,Female,1.0,,2.0,2.0,2.0,3.0,6.0,0
2083,2.0,1.0,1.0,,9.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,0
2209,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,0
9854,1.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,2.0,,6.0,3.0,3.0,1.0,2.0,9.0,1.0,2.0,9.0,3.0,4.0,1.0,0
1096,3.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,9.0,1.0,1.0,6.0,0
4776,3.0,5.0,1.0,6.0,6.0,6.0,2.0,1.0,1.0,9.0,6.0,9.0,2.0,3.0,2.0,2.0,9.0,2.0,1.0,1.0,1.0,3.0,,1
10907,5.0,8.0,1.0,6.0,6.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,6.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,3.0,1
6705,3.0,99.0,1.0,9.0,2.0,6.0,2.0,1.0,6.0,2.0,6.0,6.0,6.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1
2916,4.0,5.0,9.0,6.0,2.0,2.0,,2.0,9.0,2.0,6.0,,2.0,2.0,3.0,Male,9.0,Yes,1.0,9.0,9.0,1.0,,0
7299,3.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,,6.0,4.0,6.0,3.0,,2.0,1.0,2.0,1.0,1.0,1.0,3.0,99.0,0
3172,3.0,8.0,1.0,6.0,2.0,2.0,6.0,1.0,1.0,2.0,6.0,6.0,3.0,3.0,3.0,1.0,2.0,Yes,2.0,1.0,1.0,2.0,2.0,0
6227,1.0,2.0,1.0,6.0,2.0,6.0,2.0,9.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,9.0,1.0,99.0,1
3615,2.0,4.0,1.0,,2.0,2.0,2.0,1.0,1.0,9.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,1.0,With disability,2.0,6.0,3.0,3.0,1
10138,3.0,1.0,1.0,6.0,6.0,2.0,2.0,1.0,3.0,1.0,0.0,9.0,2.0,3.0,3.0,2.0,9.0,2.0,2.0,1.0,1.0,1.0,6.0,1
7894,3.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,3.0,6.0,1
8545,3.0,5.0,2.0,9.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,0
6233,1.0,7.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,2.0,6.0,6.0,9.0,1.0,4.0,1.0,2.0,1.0,2.0,,1.0,1.0,6.0,0
2160,1.0,7.0,9.0,6.0,9.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,1.0,3.0,1
11469,3.0,8.0,1.0,9.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,9.0,2.0,1.0,9.0,1.0,1.0,1.0,9.0,1.0,4.0,1
1579,2.0,9.0,9.0,6.0,2.0,2.0,2.0,,6.0,1.0,,9.0,,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,6.0,0
7207,3.0,1.0,,6.0,2.0,2.0,,1.0,3.0,1.0,2.0,9.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,6.0,1.0,6.0,0
4149,3.0,6.0,1.0,6.0,9.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,3.0,3.0,3.0,2.0,1.0,9.0,2.0,1.0,1.0,3.0,3.0,0
4003,3.0,8.0,1.0,6.0,1.0,1.0,2.0,2.0,6.0,1.0,6.0,1.0,9.0,3.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,9.0,6.0,0
3885,2.0,1.0,1.0,6.0,6.0,2.0,2.0,,1.0,2.0,6.0,3.0,2.0,2.0,2.0,Female,1.0,1.0,2.0,9.0,2.0,3.0,5.0,0
1630,2.0,9.0,9.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,6.0,2.0,,1.0,2.0,1.0,With disability,3.0,6.0,4.0,3.0,0
9670,1.0,,1.0,6.0,6.0,2.0,2.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0
4763,2.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,,,6.0,6.0,2.0,1.0,1.0,1.0,No,2.0,3.0,2.0,3.0,1.0,0
4749,2.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1
8898,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,,3.0,1.0,2.0,1.0,2.0,1.0,,1.0,6.0,1
7930,2.0,6.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0,6.0,9.0,9.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,6.0,0
8608,2.0,8.0,1.0,6.0,2.0,1.0,2.0,9.0,2.0,2.0,3.0,6.0,6.0,2.0,1.0,1.0,1.0,2.0,With disability,3.0,1.0,3.0,2.0,0
11968,5.0,5.0,2.0,6.0,6.0,2.0,2.0,1.0,3.0,1.0,6.0,6.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1
9652,1.0,5.0,1.0,,2.0,1.0,2.0,2.0,2.0,9.0,6.0,1.0,6.0,1.0,3.0,2.0,1.0,9.0,2.0,2.0,2.0,4.0,6.0,0
4840,3.0,1.0,2.0,1.0,6.0,2.0,6.0,6.0,1.0,6.0,9.0,,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,,1
2317,3.0,5.0,1.0,6.0,2.0,1.0,1.0,2.0,6.0,2.0,6.0,6.0,9.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1
8371,2.0,10.0,9.0,6.0,2.0,2.0,2.0,1.0,9.0,1.0,6.0,1.0,6.0,2.0,1.0,1.0,4.0,2.0,2.0,6.0,1.0,3.0,6.0,0
342,2.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,9.0,6.0,1.0,2.0,3.0,Male,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1
2261,2.0,99.0,1.0,6.0,9.0,2.0,2.0,1.0,1.0,1.0,4.0,9.0,1.0,2.0,2.0,1.0,,No,2.0,9.0,1.0,1.0,3.0,0
4930,1.0,7.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,,1.0,6.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1
8474,,1.0,1.0,6.0,2.0,2.0,2.0,6.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,6.0,0
2471,1.0,8.0,9.0,6.0,2.0,2.0,2.0,9.0,1.0,2.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,99.0,1
6904,3.0,10.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,6.0,9.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,99.0,0
5958,2.0,5.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,6.0,6.0,2.0,1.0,1.0,9.0,1.0,2.0,,1.0,4.0,2.0,1
7306,2.0,9.0,1.0,6.0,9.0,2.0,2.0,1.0,1.0,1.0,6.0,9.0,6.0,2.0,1.0,2.0,1.0,2.0,,2.0,9.0,3.0,3.0,0
4667,2.0,5.0,1.0,6.0,9.0,6.0,2.0,2.0,1.0,2.0,6.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,3.0,3.0,0
5328,4.0,1.0,2.0,1.0,2.0,2.0,2.0,9.0,1.0,2.0,6.0,6.0,6.0,3.0,4.0,2.0,,1.0,2.0,9.0,6.0,3.0,3.0,0
6867,1.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,9.0,6.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,3.0,99.0,0
840,1.0,10.0,1.0,,2.0,6.0,2.0,1.0,2.0,1.0,9.0,9.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,3.0,5.0,0
1130,2.0,,2.0,5.0,2.0,9.0,2.0,2.0,1.0,2.0,3.0,6.0,6.0,9.0,1.0,,1.0,2.0,2.0,9.0,9.0,3.0,6.0,1
3537,1.0,99.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,,9.0,1.0,1.0,9.0,9.0,2.0,9.0,6.0,9.0,99.0,1
505,2.0,9.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,,6.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,6.0,1.0,1.0,6.0,0
164,2.0,4.0,1.0,,6.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,0
3874,3.0,9.0,1.0,6.0,2.0,,9.0,,1.0,1.0,6.0,6.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,0
20,9.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,9.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,0
719,1.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,,Without disability,3.0,3.0,3.0,5.0,1
6796,2.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,9.0,3.0,4.0,0
6372,9.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,9.0,6.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1
9132,2.0,9.0,1.0,6.0,9.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,0
4747,3.0,4.0,1.0,6.0,9.0,,2.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,0
6717,3.0,9.0,1.0,6.0,2.0,2.0,6.0,1.0,1.0,1.0,9.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,9.0,6.0,0
12450,1.0,9.0,1.0,,2.0,2.0,2.0,6.0,1.0,2.0,6.0,6.0,,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,0
3694,1.0,9.0,1.0,6.0,,2.0,2.0,2.0,1.0,,3.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,99.0,0
8602,1.0,9.0,1.0,6.0,2.0,6.0,2.0,1.0,1.0,2.0,6.0,,6.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,,0
2799,3.0,5.0,2.0,1.0,2.0,,9.0,6.0,6.0,6.0,6.0,6.0,9.0,3.0,4.0,Female,1.0,9.0,2.0,1.0,1.0,1.0,6.0,1
10630,1.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,6.0,6.0,9.0,4.0,1.0,,1.0,2.0,9.0,6.0,2.0,3.0,0
827,2.0,8.0,1.0,6.0,2.0,9.0,1.0,2.0,2.0,1.0,9.0,9.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0,3.0,6.0,1
5401,2.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,6.0,0
24,3.0,5.0,2.0,1.0,2.0,,6.0,1.0,2.0,,6.0,6.0,9.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1
899,3.0,5.0,1.0,6.0,2.0,2.0,6.0,1.0,1.0,,3.0,6.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1
12469,3.0,99.0,,6.0,2.0,2.0,2.0,6.0,1.0,1.0,,6.0,3.0,3.0,,2.0,2.0,1.0,2.0,1.0,1.0,,6.0,1
3220,2.0,8.0,1.0,6.0,2.0,2.0,9.0,1.0,2.0,9.0,,6.0,6.0,2.0,2.0,2.0,3.0,,2.0,1.0,1.0,3.0,,0
3896,2.0,,9.0,6.0,2.0,,2.0,,,1.0,3.0,1.0,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,,1
10421,3.0,5.0,1.0,6.0,,2.0,2.0,1.0,3.0,2.0,6.0,6.0,6.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1
12069,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,9.0,1.0,2.0,1.0,2.0,9.0,2.0,,1.0,1.0,1.0,6.0,0
5010,2.0,5.0,2.0,4.0,2.0,9.0,2.0,2.0,9.0,2.0,6.0,6.0,6.0,2.0,1.0,2.0,,2.0,2.0,2.0,,1.0,6.0,1
7317,1.0,7.0,1.0,,2.0,2.0,2.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,4.0,1.0,2.0,1.0,,1.0,1.0,1.0,6.0,0
185,2.0,5.0,2.0,1.0,2.0,6.0,9.0,9.0,,2.0,6.0,6.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,6.0,0
11952,2.0,5.0,9.0,1.0,2.0,2.0,9.0,1.0,3.0,2.0,6.0,6.0,9.0,2.0,3.0,2.0,,2.0,1.0,3.0,1.0,4.0,99.0,1
372,5.0,1.0,1.0,6.0,2.0,2.0,9.0,9.0,2.0,6.0,6.0,6.0,6.0,1.0,,2.0,1.0,2.0,1.0,1.0,9.0,1.0,6.0,0
3641,3.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,,4.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,0
9585,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,6.0,6.0,1.0,1.0,9.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,0
1883,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,6.0,1.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,,2.0,1
6609,2.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,9.0,6.0,2.0,1.0,3.0,9.0,1.0,2.0,,9.0,,5.0,0
11901,,4.0,2.0,4.0,,2.0,2.0,1.0,2.0,9.0,,6.0,1.0,2.0,,2.0,9.0,9.0,1.0,,1.0,3.0,6.0,0
